BlockId,sequence
blk_-5454913667674016201,"[1, 1, 7, 17, 3, 4, 17, 1, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_-8378656561498125351,"[1, 7]"
blk_6099449654652757414,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_2906769584486797778,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_6243143291879004334,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_7490595308132649329,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_-5177527991196557015,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_2105991747643838891,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_-1825048612642828133,"[1, 1, 7, 16]"
blk_5351909028336141149,"[1, 7]"
blk_7971053507280412878,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_7379145044250435225,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_7385266493294879105,"[1, 7]"
blk_5821297488417694642,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_3141182836159318943,"[1, 1, 7, 16]"
blk_-3887078213141244400,"[1, 1, 7, 16]"
blk_-3185482184057916514,"[1, 1, 7, 16]"
blk_6063231230842560496,"[1, 1, 7, 16]"
blk_-4469164585347832607,"[1, 7]"
blk_3742627872241597237,"[1, 1, 7, 16]"
blk_8399052326387924815,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8070643309553504322,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_9060964400089016309,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7704869399914383629,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_-3745331045551528458,"[7, 1]"
blk_-8447207746714632976,"[1, 7]"
blk_8461766432696369960,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8388929160031989818,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8541001610387508523,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_8677581861693205830,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_-720023541761109786,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 19, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_7839389737454777327,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_7767674341327459422,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_270561832457319869,"[1, 1, 7, 16]"
blk_1042243651046558116,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 3, 4, 19, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_7505540488328844566,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8878793526484799983,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_6713919783353333495,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8311715189722278410,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_-3919063051210985156,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 19, 3, 4, 2, 6, 6, 6, 5, 5, 5]"
blk_-4911130646416283128,"[1, 7]"
blk_1247772529405971615,"[1, 1, 7, 16]"
blk_202636304095584854,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_7179850631611902230,"[1, 1, 7, 16]"
blk_4203293728837104285,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_7683113800345868271,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 6, 6, 6, 5, 5, 5]"
blk_-3436301080529736368,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 6, 6, 6, 5, 5, 5]"
blk_7428372125339208063,"[1, 7]"
blk_7105200131556563153,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8017161651127810812,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_7953834130081023939,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_-5020915719582480665,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 19, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_7572127181884801349,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-7832158281447441878,"[1, 7, 1, 16]"
blk_7346185635254981643,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7670621555544263801,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8569946404824078605,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_3459590776259717099,"[1, 7]"
blk_7238864820646719903,"[1, 1, 7, 16]"
blk_9122545005616428671,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7915586591795168841,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8873957930613462244,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_5850263315686549991,"[1, 7]"
blk_9103054198594380869,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_2063599757779985881,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 13, 14, 19, 2, 1, 12, 11, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_7986872601271320682,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_6034594707503830727,"[1, 1, 1, 7, 3, 4, 4, 3, 4, 3, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7568664178545466236,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_969144518528096850,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 6, 6, 6, 5, 5, 5]"
blk_7498347348842342840,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7274295125946063671,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_-6983132330682102890,"[1, 7]"
blk_7627563290325093000,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_-7278959895812041095,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 19, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_8735208876999553498,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_5151268481604256862,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 13, 2, 2, 2, 1, 14, 12, 11, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_7834967175291914664,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_8118677977805385598,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8403067155298593355,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_2570384419792785034,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 20, 2, 2, 19, 1, 1, 21, 11, 11, 12, 2, 2, 5, 5, 6, 6, 6, 5, 5, 5]"
blk_8275608869097205057,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_-7932406773301394500,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 13, 2, 14, 1, 12, 11, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_-25570761860409167,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_7351393828059109759,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_6250326289585782078,"[1, 1, 7, 16]"
blk_7998410806027549574,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_7869321611909080393,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_3294088371482001618,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_8421001479706318506,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_-7703547179792729334,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_-7336084072696064503,"[1, 7, 1, 16]"
blk_8072541888538413513,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 2, 4, 3, 6, 6, 6, 5, 5, 15, 5, 15]"
blk_-3447061423590611473,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 12, 3, 4, 11, 1, 14, 13, 2, 2, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_-1860260217366495248,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 6, 6, 6, 5, 5, 5]"
blk_2544960065880011612,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 13, 2, 1, 14, 11, 12, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_-4792405324502163020,"[1, 1, 7, 16]"
blk_6996199096562401850,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 13, 2, 2, 2, 14, 1, 12, 11, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_-3834827848034468864,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_-4495333184455492671,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_7754972462644191266,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-5156345547140447996,"[1, 1, 7, 16]"
blk_-1758839307963164469,"[1, 7, 1, 1, 3, 4, 12, 3, 4, 11, 1, 3, 4, 14, 13, 2, 2, 2, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_7717782362699139185,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_-7348861589840000641,"[1, 1, 7, 1, 17, 17, 3, 4, 17, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_1609493842903876450,"[1, 7]"
blk_2735662966129326315,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_-5525374543207929098,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_8208877410371365020,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_9043158998352825348,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_-4317017040267542319,"[1, 7]"
blk_677850106823610806,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 13, 2, 2, 2, 14, 1, 11, 12, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_9148822325284907068,"[1, 7]"
blk_5281291824713751760,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 13, 1, 14, 11, 12, 2, 2, 19, 5, 6, 6, 6, 5, 5, 5]"
blk_-2101365508105829031,"[7, 1, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_-8828007777336840433,"[1, 7, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_8054002013983887688,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_7640104600327722213,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_6156821193615504422,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-3146034352235361923,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_8549276602649357445,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_2289858423495716496,"[1, 1, 7, 16]"
blk_-8790616522432834237,"[1, 1, 7, 16]"
blk_1202726998679329629,"[1, 7]"
blk_2600312188744552551,"[1, 7]"
blk_6637126734669149198,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_-5415113178317309289,"[1, 7, 1, 16]"
blk_7931917228059889609,"[1, 1, 7, 1, 17, 17, 17, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8411117399576389793,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_-8995062485310718536,"[1, 7, 1, 16]"
blk_-3431018531318764514,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_7690041582726258279,"[1, 1, 7, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8725967312875006142,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-5068956495270741788,"[1, 7]"
blk_7752093462398458668,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_8680476722931215376,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8864687405745695627,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_8542237024714744438,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_5929322235355921260,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-3329130617005858713,"[1, 7]"
blk_8743064300288943396,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8992483325052034988,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 15, 5, 5]"
blk_-7084209567437514861,"[7, 1, 1, 16]"
blk_-6249513949068253079,"[1, 1, 7, 16]"
blk_6418066678027152617,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-1827058223347545077,"[7, 1, 1, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_1280931961199843596,"[1, 1, 7, 16]"
blk_8859444356326017799,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_3655494542038150073,"[7, 1]"
blk_2628481384952850963,"[1, 1, 7, 16]"
blk_6813975204125400509,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_5304352341841929416,"[1, 7]"
blk_-8482072038404577673,"[1, 7]"
blk_9165293430447129787,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_2962798700095062951,"[1, 1, 7, 16]"
blk_7454644032823731820,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_6704442180623637776,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7868266439351764055,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_8815728754346249469,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_-3421466437964222977,"[1, 7]"
blk_8151975100213479706,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_79594764597837785,"[1, 1, 7, 16]"
blk_5869270722798009822,"[1, 7]"
blk_4524753226458310288,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_1503597226630870335,"[1, 1, 7, 16]"
blk_8888731502548349769,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-3766773059561369073,"[1, 1, 7, 16]"
blk_8467655557837171125,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_6446411234358978038,"[7, 1, 1, 16]"
blk_9063817031571069294,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_8686850587771206731,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8214177894243203241,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_5841284292002772986,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_9174224644246303358,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8464988795253443943,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_1417543216500514654,"[7, 1]"
blk_1291021597204228064,"[1, 7, 1, 16]"
blk_-1972731823922263108,"[1, 7]"
blk_-4524578240428659187,"[1, 7]"
blk_7780946467585219159,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_4162285031904810504,"[1, 7]"
blk_7601761122950932846,"[1, 7]"
blk_9131425422376605409,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_8103282884172584917,"[1, 7]"
blk_4531697592259604664,"[1, 7]"
blk_-2508758766319822197,"[1, 1, 7, 16]"
blk_9083077642262159134,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_8591808158722287017,"[1, 1, 1, 7, 3, 4, 2, 2, 3, 4, 3, 4, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7736699642156382404,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_6004594722764492595,"[1, 7]"
blk_-5399815533091686248,"[7, 1]"
blk_5679888411480418324,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 10, 6, 6, 6, 5, 5, 5]"
blk_7336281238906638982,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_4467083065632733776,"[1, 7]"
blk_-1257911575324351380,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 13, 2, 14, 1, 11, 12, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_8557483605408740143,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_3434054944714762230,"[1, 7]"
blk_7739722841677672206,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-810011168200497720,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 3, 4, 2, 19, 2, 6, 6, 6, 5, 5, 5]"
blk_-5087506957008296523,"[1, 1, 7, 16]"
blk_7451364210593652085,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_7868285941583770988,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8299616726009073150,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 10, 6, 6, 6, 5, 5, 15, 5]"
blk_-7919670044706780242,"[1, 7, 1, 1, 3, 4, 3, 4, 2, 3, 4, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_-8524312246849031724,"[1, 7]"
blk_-8677607404611192871,"[7, 1, 1, 1, 3, 4, 3, 4, 3, 4, 2, 19, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_31253543412420506,"[1, 7, 1, 16]"
blk_-1152229491270917078,"[1, 1, 7, 16]"
blk_6634597396380128363,"[1, 1, 7, 1, 3, 4, 3, 4, 2, 2, 3, 4, 2, 10, 6, 6, 6, 5, 5, 5, 15]"
blk_7547798524801799244,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_8177701765699421044,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 13, 2, 2, 2, 1, 14, 11, 12, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_3628015604432727320,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 13, 2, 14, 12, 11, 1, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_-1387529400515720840,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 6, 6, 6, 5, 5, 5]"
blk_-1269738136624159575,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 19, 2, 6, 6, 6, 5, 5, 5]"
blk_8431665233369987751,"[1, 7]"
blk_8253324067484070054,"[1, 1, 1, 7, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_4755774832927257146,"[7, 1]"
blk_8770647281106133163,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_7240318121417451594,"[1, 1, 1, 7, 3, 4, 3, 4, 2, 2, 3, 4, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-8774158347913872943,"[1, 1, 1, 7, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_-3895339132179340932,"[1, 7]"
blk_-2891489070584652849,"[7, 1, 1, 1, 17, 3, 4, 17, 3, 4, 17, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5]"
blk_5612489412457621925,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 15, 5]"
blk_-3783407899722534643,"[1, 1, 7, 1, 3, 4, 2, 3, 4, 1, 3, 4, 14, 13, 2, 2, 11, 12, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_7809593467822144818,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_7298509003609282975,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_4436996605309930976,"[1, 7]"
blk_8685168852996440708,"[1, 1, 7, 1, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-8068791952440579345,"[1, 7]"
blk_8604055292286422044,"[1, 7, 1, 1, 3, 4, 3, 4, 3, 4, 13, 2, 2, 2, 11, 1, 12, 14, 2, 5, 6, 6, 6, 5, 5, 5]"
blk_8367929131143527826,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 6, 6, 6, 5, 15, 5, 5]"
blk_8131632872143363322,"[1, 1, 1, 7, 3, 4, 3, 4, 3, 4, 2, 2, 2, 19, 6, 6, 6, 5, 5, 5]"
blk_-4274136823665828937,"[1, 7]"
blk_-221060461368524180,"[1, 7]"
blk_7163557456316903723,"[1, 7, 1, 1, 3, 4, 2, 3, 4, 3, 4, 2, 2, 6, 6, 6, 5, 5, 5, 15]"
blk_-1396441433189202873,"[1, 7]"
